1,,,,,,,,
100000195,12,,3,10,,,,
100000196,13,9,,11,,,,
100000197,13,,,1,,,,
100000198,4,,,,,,,
100000199,10,14,16,,,,,
100000200,3,2,,12,,,,
100000201,13,,10,16,,,,
100000202,5,,,1,,,,
100000203,1,,10,7,,,,
100000204,11,,,,,,,
100000205,5,3,8,12,,,,
100000206,15,5,,1,,,,
100000207,10,,,,,,,
100000208,15,14,16,8,,,,
100000209,9,1,10,,,,,
100000210,12,4,16,,,,,
100000211,4,,,1,,,,
100000212,13,,,8,,,,
100000213,4,16,6,,,,,
100000214,6,8,,13,,,,
100000215,7,14,,1,,,,
100000216,1,8,,12,,,,
100000217,2,13,7,,,,,
100000218,15,11,12,,,,,
100000219,3,,1,,,,,
100000220,2,,3,,,,,
100000221,16,8,,,,,,
100000222,3,,,11,,,,
100000223,6,7,9,,,,,
100000224,16,11,5,,,,,
100000225,13,,,,,,,
100000226,16,,,,,,,
100000227,11,,9,,,,,
100000228,7,14,,,,,,
100000229,2,,13,,,,,
100000230,10,,6,,,,,
100000231,13,2,,,,,,
100000232,6,,,12,,,,
100000233,2,16,9,12,,,,
100000234,8,,,15,,,,
100000235,6,,,,,,,
100000236,14,,,,,,,
100000237,1,,,,,,,
100000238,12,1,,9,,,,
100000239,16,2,1,7,,,,
100000240,3,4,,1,,,,
100000241,15,14,,,,,,
100000242,5,,3,10,,,,
100000243,8,6,,15,,,,
100000244,1,5,,,,,,
100000245,6,,4,1,,,,
100000246,16,,2,7,,,,
100000247,3,,11,13,,,,
100000248,6,,8,,,,,
100000249,3,,,16,,,,
100000250,4,,,,,,,
100000251,13,1,,,,,,
100000252,9,,4,,,,,
100000253,13,,,,,,,
100000254,11,8,7,15,,,,
100000255,12,,,,,,,
100000256,15,,4,10,,,,
100000257,14,4,10,,,,,
100000258,14,3,8,15,,,,
100000259,2,14,3,8,,,,
100000260,7,,,4,,,,
100000261,2,15,1,,,,,
100000262,13,7,,,,,,
100000263,9,3,,12,,,,
100000264,6,,8,7,,,,
100000265,10,3,,,,,,
100000266,4,3,12,8,,,,
100000267,10,,13,6,,,,
100000268,6,8,,,,,,
100000269,8,11,5,16,,,,
100000270,13,12,,10,,,,
100000271,12,6,5,,,,,
100000272,14,15,16,9,,,,
100000273,14,,10,15,,,,
100000274,13,,1,7,,,,
100000275,9,14,,,,,,
100000276,11,9,,16,,,,
100000277,5,4,,,,,,
100000278,15,,,10,,,,
100000279,1,,,6,,,,
100000280,10,,3,,,,,
100000281,12,14,,3,,,,
100000282,11,3,,13,,,,
100000283,3,1,10,,,,,
100000284,12,10,,,,,,
100000285,2,16,14,,,,,
100000286,5,6,,4,,,,
100000287,7,16,8,,,,,
100000288,13,3,10,15,,,,
100000289,5,6,16,,,,,
100000290,4,,3,8,,,,
100000291,10,,11,14,,,,
100000292,11,14,3,,,,,
100000293,4,6,3,7,,,,
100000294,13,,,7,,,,
100000295,16,,3,10,,,,
100000296,4,5,,13,,,,
100000297,9,2,15,13,,,,
100000298,12,,7,,,,,
100000299,16,4,,14,,,,
100000300,10,3,,,,,,
100000301,12,3,13,,,,,
100000302,15,9,3,14,,,,
100000303,6,,5,,,,,
100000304,1,4,5,,,,,
100000305,16,,3,,,,,
100000306,2,12,1,16,,,,
100000307,16,8,4,,,,,
100000308,7,5,,,,,,
100000309,14,4,,12,,,,
100000310,1,15,2,,,,,
100000311,7,,5,8,,,,
100000312,12,13,7,,,,,
100000313,1,9,,6,,,,
100000314,12,6,9,4,,,,
100000315,5,,,,,,,
100000316,8,,,,,,,
100000317,1,,,,,,,
100000318,16,10,,,,,,
100000319,14,4,3,13,,,,
100000320,8,,9,3,,,,
100000321,15,3,,1,,,,
100000322,7,,3,5,,,,
100000323,7,9,11,15,,,,
100000324,16,,14,,,,,
100000325,15,,,8,,,,
100000326,5,3,14,,,,,
100000327,12,10,,,,,,
100000328,8,5,,11,,,,
100000329,6,7,,,,,,
100000330,8,3,,12,,,,
100000331,12,,,8,,,,
100000332,16,,13,,,,,
100000333,1,,,14,,,,
100000334,1,,8,15,,,,
100000335,16,,13,,,,,
100000336,16,,,10,,,,
100000337,16,10,,12,,,,
100000338,15,,13,,,,,
100000339,6,,,1,,,,
100000340,5,13,4,,,,,
100000341,3,15,,,,,,
100000342,3,13,15,,,,,
100000343,9,,2,13,,,,
100000344,7,2,10,,,,,
100000345,7,1,,3,,,,
100000346,2,,7,,,,,
100000347,1,16,15,14,,,,
100000348,4,,9,,,,,
100000349,5,2,,6,,,,
100000350,12,14,16,,,,,
100000351,6,3,,,,,,
100000352,3,5,,10,,,,
100000353,2,1,14,5,,,,
100000354,2,5,10,,,,,
100000355,5,,,13,,,,
100000356,6,,8,,,,,
100000357,10,,7,1,,,,
100000358,7,16,,3,,,,
100000359,16,,13,3,,,,
100000360,8,,12,4,,,,
100000361,7,4,,,,,,
100000362,8,13,,10,,,,
100000363,7,9,1,,,,,
100000364,1,4,9,,,,,
100000365,6,8,9,3,,,,
100000366,4,12,,3,,,,
100000367,7,5,,11,,,,
100000368,11,10,16,7,,,,
100000369,13,4,2,16,,,,
100000370,12,,,14,,,,
100000371,9,8,,,,,,
100000372,2,,11,,,,,
100000373,11,,5,4,,,,
100000374,12,,,8,,,,
100000375,15,7,,1,,,,
100000376,2,,,16,,,,
100000377,6,16,2,,,,,
100000378,11,2,,,,,,
100000379,1,,,15,,,,
100000380,10,,9,,,,,
100000381,1,16,,2,,,,
100000382,1,7,10,,,,,
100000383,9,,,13,,,,
100000384,9,8,14,,,,,
100000385,1,,,,,,,
100000386,11,,8,,,,,
100000387,10,,,15,,,,
100000388,4,,5,,,,,
100000389,14,,4,,,,,
100000390,14,,11,2,,,,
100000391,4,10,2,12,,,,
100000392,11,,3,,,,,
100000393,16,,14,,,,,
100000394,7,,6,9,,,,
100000395,13,3,6,,,,,
100000396,7,1,6,,,,,
100000397,5,14,,1,,,,
100000398,5,16,12,,,,,
100000399,10,13,3,7,,,,
100000400,8,,9,,,,,
100000401,8,13,,2,,,,
100000402,16,3,2,4,,,,
100000403,10,,4,2,,,,
100000404,6,,13,3,,,,
100000405,5,9,,,,,,
100000406,7,,10,,,,,
100000407,14,6,10,,,,,
100000408,9,13,7,11,,,,
100000409,2,9,13,10,,,,
100000410,15,14,,,,,,
100000411,13,4,16,,,,,
100000412,6,14,,,,,,
100000413,11,16,5,,,,,
100000414,10,16,,,,,,
100000415,1,10,,,,,,
100000416,1,3,,,,,,
100000417,15,,2,,,,,
100000418,15,,9,4,,,,
100000419,4,13,,,,,,
100000420,10,14,,,,,,
100000421,12,,15,,,,,
100000422,12,3,,5,,,,
100000423,9,,15,2,,,,
100000424,4,,,15,,,,
100000425,8,9,,,,,,
100000426,14,,,,,,,
100000427,13,,7,1,,,,
100000428,7,1,15,,,,,
100000429,14,,6,7,,,,
100000430,3,4,14,10,,,,
100000431,9,,,14,,,,
100000432,3,2,16,,,,,
100000433,5,15,2,,,,,
100000434,8,15,,,,,,
100000435,16,,1,12,,,,
100000436,12,15,10,,,,,
100000437,10,,6,1,,,,
100000438,10,,8,16,,,,
100000439,12,,15,13,,,,
100000440,4,,,,,,,
100000441,13,16,,8,,,,
100000442,14,,10,,,,,
100000443,3,4,12,,,,,
100000444,12,,,,,,,
100000445,7,,2,4,,,,
100000446,3,,,,,,,
100000447,5,14,8,11,,,,
100000448,3,,1,,,,,
100000449,14,,16,,,,,
100000450,6,5,,4,,,,
100000451,7,2,15,,,,,
100000452,4,5,,1,,,,
100000453,14,,7,,,,,
100000454,15,,9,,,,,
100000455,7,5,12,,,,,
100000456,15,,,12,,,,
100000457,3,16,,15,,,,
100000458,12,,,,,,,
100000459,4,,,,,,,
100000460,5,2,,,,,,
100000461,7,11,,8,,,,
100000462,4,3,,8,,,,
100000463,11,,,16,,,,
100000464,10,12,7,,,,,
100000465,3,14,15,,,,,
100000466,10,,5,,,,,
100000467,15,,,,,,,
100000468,1,,16,2,,,,
100000469,1,16,8,13,,,,
100000470,3,10,4,,,,,
100000471,6,13,14,,,,,
100000472,11,,7,,,,,
100000473,9,16,8,15,,,,
100000474,15,2,,,,,,
100000475,7,4,14,8,,,,
100000476,9,3,,8,,,,
100000477,10,15,9,,,,,
100000478,13,14,5,,,,,
100000479,8,16,12,,,,,
100000480,12,,5,11,,,,
100000481,13,7,4,6,,,,
100000482,14,,2,10,,,,
100000483,6,,4,3,,,,
100000484,14,2,,8,,,,
100000485,4,,,16,,,,
100000486,12,,11,14,,,,
100000487,6,11,2,3,,,,
100000488,3,8,,14,,,,
100000489,9,,,16,,,,
100000490,2,9,7,12,,,,
100000491,4,14,,7,,,,
100000492,9,12,,8,,,,
100000493,15,5,2,7,,,,
100000494,11,12,,13,,,,
100000495,7,4,1,9,,,,
100000496,5,,,11,,,,
100000497,16,10,,12,,,,
100000498,4,13,8,7,,,,
100000499,6,,14,,,,,
100000500,14,,7,,,,,
100000501,16,2,15,8,,,,
100000502,5,9,,7,,,,
100000503,1,,14,5,,,,
100000504,6,8,,3,,,,
100000505,2,,,,,,,
100000506,4,,15,9,,,,
100000507,7,2,,13,,,,
100000508,2,10,,15,,,,
100000509,10,,9,,,,,
100000510,11,,,3,,,,
100000511,9,,,6,,,,
100000512,6,,3,,,,,
100000513,16,,,3,,,,
100000514,16,,3,,,,,
100000515,8,13,12,,,,,
100000516,3,,,5,,,,
100000517,13,15,5,10,,,,
100000518,4,,9,,,,,
100000519,1,11,9,,,,,
100000520,7,3,,5,,,,
100000521,7,6,14,11,,,,
100000522,15,10,1,,,,,
100000523,12,16,,,,,,
100000524,3,1,,,,,,
100000525,3,2,,12,,,,
100000526,14,,7,2,,,,
100000527,5,7,2,,,,,
100000528,2,4,,14,,,,
100000529,13,16,6,,,,,
100000530,8,5,7,16,,,,
100000531,15,13,,11,,,,
100000532,14,,11,5,,,,
100000533,12,15,5,7,,,,
100000534,4,3,16,,,,,
100000535,8,6,15,,,,,
100000536,11,10,16,,,,,
100000537,3,,,9,,,,
100000538,13,16,,,,,,
100000539,14,,,6,,,,
100000540,12,5,,,,,,
100000541,1,2,8,16,,,,
100000542,7,13,,8,,,,
100000543,13,,,,,,,
100000544,15,,6,,,,,
100000545,8,15,10,6,,,,
100000546,15,11,6,7,,,,
100000547,15,10,7,14,,,,
100000548,10,,,14,,,,
100000549,10,1,,,,,,
100000550,12,2,8,,,,,
100000551,6,,3,,,,,
100000552,10,,,14,,,,
100000553,6,16,10,13,,,,
100000554,13,5,1,12,,,,
100000555,8,4,14,,,,,
100000556,10,,3,,,,,
100000557,6,,,,,,,
100000558,1,16,,,,,,
100000559,14,,7,,,,,
100000560,5,3,15,,,,,
100000561,10,3,13,,,,,
100000562,4,2,,16,,,,
100000563,3,16,13,,,,,
100000564,16,,14,2,,,,
100000565,7,16,10,,,,,
100000566,3,13,,,,,,
100000567,11,,13,9,,,,
100000568,8,5,12,11,,,,
100000569,11,,8,,,,,
100000570,13,10,8,,,,,
100000571,16,6,15,,,,,
100000572,15,,,5,,,,
100000573,8,,,,,,,
100000574,12,5,2,6,,,,
100000575,16,,14,,,,,
100000576,7,4,15,,,,,
100000577,14,13,,11,,,,
100000578,9,,,,,,,
100000579,1,8,16,,,,,
100000580,7,12,,16,,,,
100000581,1,9,,,,,,
100000582,6,2,,,,,,
100000583,11,9,,,,,,
100000584,5,10,,11,,,,
100000585,2,,,10,,,,
100000586,8,15,9,12,,,,
100000587,5,,15,,,,,
100000588,3,13,14,,,,,
100000589,7,10,,2,,,,
100000590,13,7,,5,,,,
100000591,8,,3,,,,,
100000592,13,9,,12,,,,
100000593,4,6,14,7,,,,
100000594,14,2,10,5,,,,
100000595,10,8,9,,,,,
100000596,14,2,10,,,,,
100000597,7,13,,12,,,,
100000598,3,14,,16,,,,
100000599,13,,7,,,,,
100000600,7,,,,,,,
100000601,4,,2,14,,,,
100000602,9,12,11,,,,,
100000603,1,9,5,8,,,,
100000604,1,,6,,,,,
100000605,4,,2,,,,,
100000606,14,,16,6,,,,
100000607,12,,,,,,,
100000608,14,,2,,,,,
100000609,13,1,,,,,,
100000610,10,,,2,,,,
100000611,2,11,5,,,,,
100000612,15,10,6,,,,,
100000613,16,15,2,,,,,
100000614,14,,5,,,,,
100000615,12,5,11,,,,,
100000616,1,12,13,4,,,,
100000617,15,8,4,,,,,
100000618,10,,13,9,,,,
100000619,7,,9,4,,,,
100000620,2,1,15,,,,,
100000621,2,6,5,11,,,,
100000622,4,14,10,,,,,
100000623,3,,,7,,,,
100000624,11,,,10,,,,
100000625,4,,9,,,,,
100000626,12,3,,,,,,
100000627,5,16,,6,,,,
100000628,15,,,6,,,,
100000629,7,8,,14,,,,
100000630,7,9,,13,,,,
100000631,2,,3,5,,,,
100000632,15,16,1,13,,,,
100000633,12,,8,,,,,
100000634,6,5,,,,,,
100000635,6,4,,,,,,
100000636,3,,,2,,,,
100000637,7,4,,12,,,,
100000638,15,2,,,,,,
100000639,15,16,7,,,,,
100000640,13,2,7,15,,,,
100000641,8,3,15,,,,,
100000642,14,,12,7,,,,
100000643,4,2,12,3,,,,
100000644,11,7,,10,,,,
100000645,15,,,14,,,,
100000646,6,10,13,,,,,
100000647,3,2,,,,,,
100000648,4,,12,,,,,
100000649,3,,,16,,,,
100000650,11,,8,,,,,
100000651,3,,14,15,,,,
100000652,11,7,,,,,,
100000653,5,13,9,,,,,
100000654,13,9,,,,,,
100000655,14,,,,,,,
100000656,1,,,,,,,
100000657,9,14,,,,,,
100000658,6,,12,,,,,
100000659,4,1,15,,,,,
100000660,16,11,4,12,,,,
100000661,11,,10,,,,,
100000662,1,7,14,5,,,,
100000663,16,8,7,10,,,,
100000664,14,,16,12,,,,
100000665,5,,4,,,,,
100000666,11,,,,,,,
100000667,12,16,,5,,,,
100000668,5,13,3,,,,,
100000669,16,,11,,,,,
100000670,8,13,10,3,,,,
100000671,15,1,,4,,,,
100000672,15,,,13,,,,
100000673,3,,16,,,,,
100000674,4,,5,10,,,,
100000675,2,14,9,15,,,,
100000676,16,14,,,,,,
100000677,4,2,8,,,,,
100000678,12,,7,13,,,,
100000679,16,,11,10,,,,
100000680,16,14,,8,,,,
100000681,10,1,5,3,,,,
100000682,2,,1,,,,,
100000683,10,5,,,,,,
100000684,2,9,,,,,,
100000685,2,1,,6,,,,
100000686,7,9,6,15,,,,
100000687,9,,8,16,,,,
100000688,7,15,,2,,,,
100000689,2,8,9,,,,,
100000690,9,,4,11,,,,
100000691,9,3,5,15,,,,
100000692,5,,,,,,,
100000693,11,,,2,,,,
100000694,9,,,,,,,
100000695,8,,,,,,,
100000696,15,8,11,,,,,
100000697,10,,,,,,,
100000698,8,,,13,,,,
100000699,12,4,10,14,,,,
100000700,9,,13,,,,,
100000701,11,2,,,,,,
100000702,9,,,,,,,
100000703,14,,8,11,,,,
100000704,4,5,,16,,,,
100000705,11,,14,2,,,,
100000706,11,,,2,,,,
100000707,16,10,,3,,,,
100000708,9,16,,14,,,,
100000709,1,7,11,13,,,,
100000710,15,,16,,,,,
100000711,11,,,8,,,,
100000712,12,,14,,,,,
100000713,10,,9,,,,,
100000714,12,9,,,,,,
100000715,4,11,,14,,,,
100000716,8,,,2,,,,
100000717,3,,,,,,,
100000718,4,,16,3,,,,
100000719,9,14,6,,,,,
100000720,10,12,,,,,,
100000721,14,,8,5,,,,
100000722,8,11,15,12,,,,
100000723,3,,6,,,,,
100000724,15,,9,13,,,,
100000725,3,16,,15,,,,
100000726,3,,14,,,,,
100000727,7,,,6,,,,
100000728,4,8,,15,,,,
100000729,11,6,,10,,,,
100000730,16,,,15,,,,
100000731,3,,12,2,,,,
100000732,15,,,,,,,
100000733,10,9,,,,,,
100000734,13,15,,11,,,,
100000735,1,,10,,,,,
100000736,11,1,,,,,,
100000737,5,,,11,,,,
100000738,13,4,,,,,,
100000739,16,,,5,,,,
100000740,14,,5,11,,,,
100000741,12,14,3,,,,,
100000742,7,6,2,,,,,
100000743,3,,8,13,,,,
100000744,13,10,,,,,,
100000745,7,,,,,,,
100000746,8,,13,5,,,,
100000747,12,,7,14,,,,
100000748,12,,4,1,,,,
100000749,12,,13,,,,,
100000750,14,6,12,7,,,,
100000751,10,,8,,,,,
100000752,3,,,9,,,,
100000753,3,7,2,4,,,,
100000754,16,14,3,12,,,,
100000755,11,9,15,,,,,
100000756,8,16,,1,,,,
100000757,14,4,,15,,,,
100000758,8,,,13,,,,
100000759,6,11,,14,,,,
100000760,5,7,2,,,,,
100000761,3,7,4,16,,,,
100000762,15,13,,,,,,
100000763,3,1,,15,,,,
100000764,14,16,,9,,,,
100000765,2,11,3,,,,,
100000766,12,2,11,10,,,,
100000767,5,4,,11,,,,
100000768,5,4,9,15,,,,
100000769,12,4,,11,,,,
100000770,12,,1,,,,,
100000771,3,4,12,9,,,,
100000772,15,5,10,3,,,,
100000773,5,16,,,,,,
100000774,3,2,,4,,,,
100000775,9,,,2,,,,
100000776,9,,,,,,,
100000777,7,,,15,,,,
100000778,1,,,3,,,,
100000779,5,,16,11,,,,
100000780,9,12,5,15,,,,
100000781,16,,13,11,,,,
100000782,3,2,,12,,,,
100000783,16,,14,11,,,,
100000784,9,8,,,,,,
100000785,15,,,3,,,,
100000786,3,,5,,,,,
100000787,12,,,4,,,,
100000788,3,,,,,,,
100000789,16,10,6,,,,,
100000790,3,,7,,,,,
100000791,12,15,7,,,,,
100000792,8,5,,,,,,
100000793,2,6,3,,,,,
100000794,15,,3,,,,,
100000795,5,11,13,2,,,,
100000796,10,4,,,,,,
100000797,10,6,,11,,,,
100000798,5,,,9,,,,
100000799,4,7,,,,,,
100000800,10,5,2,,,,,
100000801,15,,3,,,,,
100000802,7,,,9,,,,
100000803,3,6,15,,,,,
100000804,11,,8,1,,,,
100000805,15,,,3,,,,
100000806,3,8,,16,,,,
100000807,3,,11,,,,,
100000808,4,,5,,,,,
100000809,6,,,12,,,,
100000810,11,,,9,,,,
100000811,11,9,6,,,,,
100000812,12,,15,13,,,,
100000813,8,2,,,,,,
100000814,13,4,10,1,,,,
100000815,15,9,14,,,,,
100000816,4,,6,5,,,,
100000817,7,14,5,13,,,,
100000818,6,,,13,,,,
100000819,13,8,,11,,,,
100000820,11,14,,,,,,
100000821,2,,,8,,,,
100000822,3,,13,14,,,,
100000823,14,13,,,,,,
100000824,11,10,,,,,,
100000825,8,,,6,,,,
100000826,7,5,3,,,,,
100000827,16,,,13,,,,
100000828,5,,,,,,,
100000829,5,,2,,,,,
100000830,1,12,3,,,,,
100000831,4,13,15,2,,,,
100000832,5,4,16,,,,,
100000833,11,,8,,,,,
100000834,8,5,4,,,,,
100000835,6,12,15,2,,,,
100000836,9,13,,8,,,,
100000837,7,,8,9,,,,
100000838,7,,6,,,,,
100000839,9,6,3,,,,,
100000840,15,,,,,,,
100000841,13,,9,15,,,,
100000842,8,3,12,,,,,
100000843,3,,,6,,,,
100000844,13,,12,15,,,,
100000845,10,12,,7,,,,
100000846,7,,3,,,,,
100000847,7,8,,,,,,
100000848,16,15,,5,,,,
100000849,12,14,2,8,,,,
100000850,8,,,14,,,,
100000851,4,1,,9,,,,
100000852,2,4,15,,,,,
100000853,5,,,11,,,,
100000854,13,11,,5,,,,
100000855,5,13,1,14,,,,
100000856,4,5,,13,,,,
100000857,6,15,,10,,,,
100000858,2,3,,16,,,,
100000859,14,,15,16,,,,
100000860,11,12,,1,,,,
100000861,14,,,,,,,
100000862,7,4,,,,,,
100000863,8,,5,4,,,,
100000864,12,,,,,,,
100000865,2,4,16,,,,,
100000866,1,,,,,,,
100000867,14,13,,,,,,
100000868,13,11,6,,,,,
100000869,16,,,4,,,,
100000870,15,1,4,10,,,,
100000871,12,16,2,,,,,
100000872,8,3,,1,,,,
100000873,9,15,2,,,,,
100000874,15,,10,,,,,
100000875,12,,11,1,,,,
100000876,10,3,,,,,,
100000877,1,6,,15,,,,
100000878,9,6,2,,,,,
100000879,2,9,,,,,,
100000880,1,,,,,,,
100000881,13,16,5,,,,,
100000882,10,5,6,15,,,,
100000883,4,11,3,,,,,
100000884,13,8,4,,,,,
100000885,8,,9,11,,,,
100000886,3,,,,,,,
100000887,10,15,13,2,,,,
100000888,3,14,,11,,,,
100000889,14,,1,5,,,,
100000890,12,,,,,,,
100000891,8,,,1,,,,
100000892,8,,,12,,,,
100000893,12,,,4,,,,
100000894,5,,,10,,,,
100000895,16,,14,,,,,
100000896,3,10,5,,,,,
100000897,3,11,7,14,,,,
100000898,10,9,15,,,,,
100000899,5,6,,,,,,
100000900,3,7,15,,,,,
100000901,4,2,,3,,,,
100000902,2,,10,,,,,
100000903,13,,15,6,,,,
100000904,1,11,12,,,,,
100000905,11,,1,,,,,
100000906,7,3,8,10,,,,
100000907,3,8,,5,,,,
100000908,13,,,2,,,,
100000909,3,15,10,12,,,,
100000910,5,7,,,,,,
100000911,3,,,12,,,,
100000912,1,,,15,,,,
100000913,14,,,15,,,,
100000914,16,12,,7,,,,
100000915,11,,,16,,,,
100000916,1,15,14,,,,,
100000917,12,,,,,,,
100000918,10,3,,,,,,
100000919,15,11,,,,,,
100000920,6,,,5,,,,
100000921,5,16,,7,,,,
100000922,6,15,8,1,,,,
100000923,10,5,,6,,,,
100000924,10,,,,,,,
100000925,1,4,7,,,,,
100000926,14,,,9,,,,
100000927,10,7,15,9,,,,
100000928,5,,7,,,,,
100000929,16,15,9,5,,,,
100000930,8,11,,13,,,,
100000931,6,,,16,,,,
100000932,11,16,7,6,,,,
100000933,6,,7,,,,,
100000934,15,,14,13,,,,
100000935,1,6,5,,,,,
100000936,14,13,,,,,,
100000937,1,,,,,,,
100000938,7,13,5,3,,,,
100000939,6,11,,,,,,
100000940,14,9,3,,,,,
100000941,13,,10,,,,,
100000942,1,2,13,,,,,
100000943,1,12,,3,,,,
100000944,12,7,11,,,,,
100000945,9,,5,16,,,,
100000946,9,10,1,,,,,
100000947,6,,13,3,,,,
100000948,6,8,3,,,,,
100000949,14,6,11,10,,,,
100000950,11,,,,,,,
100000951,4,5,,,,,,
100000952,14,4,,,,,,
100000953,12,,,,,,,
