Anita Shreve,170,1951,
Anita Thompson,171,1973,
Ann  O'Leary,172,1937,1994
Ann Abramson,173,1938,1971
Ann Bausum,174,1938,
Ann Beattie,175,1972,1994
Ann Brashares,176,1914,
Ann Finding,177,1969,
Ann Granger,178,1954,
Ann Hewetson,179,1927,1949
Ann Hodgman,180,1984,
Ann M. Martin,181,1903,
Ann Major,182,1906,
Ann Margaret Lewis,183,1909,1953
Ann Maxwell,184,1990,
Ann Packer,185,1993,
Ann Patchett,186,1943,
Ann Rinaldi,187,1941,1961
Ann Romines,188,1956,1985
Ann Rule,189,1953,
Ann Thwaite,190,1915,1986
Anna Deavere Smith,191,1915,
Anna J.,192,1952,
Anna Maxted,193,1918,1996
Anna Quindlen,194,1978,
Anna Sewell,195,1983,
Annalee Allen,196,1996,
Anne BrontÃ«,197,1968,
Anne Carson,198,1908,1952
Anne Chisholm,199,1951,1985
Anne Easter Smith,200,1952,
Anne Fadiman,201,1988,
Anne Hoppus,202,1933,
Anne K. Mellor,203,1980,
Anne Lamott,204,1914,1994
Anne Macdonald,205,1990,
Anne Mazer,206,1991,2015
Anne McCaffrey,207,1904,1940
Anne Michaels,208,1935,2007
Anne Millard,209,1968,2012
Anne Moody,210,1926,1972
Anne Morrow Lindbergh,211,1964,
Anne Rampling,212,1969,
Anne Rice,213,1940,
Anne Stuart,214,1983,
Anne Tyler,215,1913,
Annie Dillard,216,1965,1997
Annie Proulx,217,1969,
Ann-Marie MacDonald,218,1977,
Anonymous,219,1954,2001
Ansel Adams,220,1958,
Anthony  Lewis,221,1924,1977
Anthony Bourdain,222,1932,2013
Anthony Burgess,223,1995,
Anthony D. Pellegrini,224,1936,2020
Anthony E. Wolf,225,1932,1972
Anthony F.C. Wallace,226,1996,
Anthony Grafton,227,1918,1963
Anthony Hern,228,1967,
Anthony J. Cascardi,229,1951,
Anthony Kenny,230,1949,
Anthony Kiedis,231,1993,2014
Anthony Loyd,232,1985,
Anthony Mcreavy,233,1959,
Anthony Minghella,234,1974,
Anthony Powell,235,1926,1962
Anthony Robbins,236,1907,1973
Anthony Shadid,237,1949,1992
Anthony Thorlby,238,1918,2009
Anton Chekhov,239,1937,1994
Anton Myrer,240,1966,
Antonia Fraser,241,1900,
Antonia Juhasz,242,1903,
Antonin Artaud,243,1974,
Antonio Gramsci,244,1923,
Antonio Negri,245,1985,
Antony Beevor,246,1927,1962
Antony Johnston,247,1929,
Anya Seton,248,1916,
Apollodorus,249,1930,1993
April Jones Prince,250,1935,1978
Architecture For Humanity,251,1980,
Ariel Levy,252,1972,
Arielle Ford,253,1903,1958
Arien Mack,254,1972,1995
Aristophanes,255,1962,
Aristotle,256,1914,
Armand Marie Leroi,257,1935,
Armistead Maupin,258,1917,
Arnold Rampersad,259,1950,
Arnon Grunberg,260,1913,1939
Art Spiegelman,261,1972,
Arthur  Miller,262,1922,
Arthur Agatston,263,1934,
Arthur Bennett,264,1989,
Arthur C. Clarke,265,1944,
Arthur Conan Doyle,266,1928,
Arthur Edward Waite,267,1930,
Arthur Golden,268,1978,
Arthur Herzog III,269,1925,
Arthur J. Roth,270,1975,
Arthur Koestler,271,1915,1986
Arthur Nersesian,272,1990,
Arthur Plotnik,273,1953,1988
Arthur Schopenhauer,274,1974,
Arthur Yorinks,275,1932,1993
Arundhati Roy,276,1936,1963
Ashley Gardner,277,1965,
Ashley Shannon,278,1948,
Astrid Lindgren,279,2000,
Atul Gawande,280,1946,1974
Audre Lorde,281,1978,
Audrey Niffenegger,282,1956,
Audrey Penn,283,1993,
Augusten Burroughs,284,1994,
Augustine of Hippo,285,1907,
Aurelio Voltaire,286,1910,
Avi,287,1944,
Avigdor Kahalani,288,1956,
Ayn Rand,289,1958,
Azar Nafisi,290,1976,
B.K. Beckwith,291,1910,
Babette Rothschild,292,1987,
Babette Smith,293,1966,
Barack Obama,294,1957,2010
Barbara  Newman,295,1901,1946
Barbara Ann Brennan,296,1924,2005
Barbara Berst Adams,297,1985,2016
Barbara Bottner,298,1932,1988
Barbara Bretton,299,1964,1996
Barbara Cleverly,300,1961,
Barbara Coloroso,301,1917,
Barbara Conklin,302,1930,
Barbara Ehrenreich,303,1940,
Barbara Fairchild,304,1972,
Barbara Hambly,305,1918,1964
Barbara Haworth-Attard,306,1972,
Barbara Kerley,307,1935,
Barbara Kingsolver,308,1957,
Barbara Leonie Picard,309,1902,
Barbara M. Walker,310,1962,
Barbara Nadel,311,1936,2013
Barbara Park,312,1933,
Barbara Richard,313,1925,
Barbara Taylor Bradford,314,1977,
Barbara W. Tuchman,315,1910,1997
Bard E. O'Neill,316,1922,1993
Bard Thompson,317,1934,1989
Barrie Trinkle,318,1912,1942
Barrington Moore Jr.,319,1946,
Barron's,320,1966,
Barry  Lopez,321,1931,
Barry Chubin,322,1943,
Barry Eisler,323,1912,1952
Barry Glassner,324,1937,1965
Barry Hughart,325,1931,1955
Barry R. Cournoyer,326,1965,
Barry Schwartz,327,1922,2010
Bart D. Ehrman,328,1928,2019
Bart G. Farkas,329,1925,1965
Bart King,330,1926,
Barthe DeClements,331,1975,
Bartholomew Gill,332,1936,
Barton Zwiebach,333,1946,
Basil Mahon,334,1999,
Basil Pao,335,1955,
Beatrix Potter,336,1935,
Bebe Moore Campbell,337,1968,2017
bell hooks,338,1909,
Belva Plain,339,1914,
Ben Avery,340,1920,1988
Ben Bova,341,1977,
Ben Carson,342,1920,1955
Ben Counter,343,1929,1996
Ben Elton,344,1989,
Ben Katchor,345,1931,1999
Ben M. Baglio,346,1904,1954
Ben Mezrich,347,1933,1955
Ben Mikaelsen,348,1917,1987
Ben R. Kaplan,349,1973,
Ben Schoen,350,1938,
Ben Schott,351,1943,
Benjamin James Sadock,352,1982,
Bentley Little,353,1949,
Bernard Cornwell,354,1920,2002
Bernard Lewis,355,1904,
Bernard Malamud,356,1982,
Bernard Taper,357,1980,
Bernard Williams,358,1988,
Bernd Matzkowski,359,1970,1998
Bernice Kert,360,1905,
Beryl Markham,361,1968,2005
Bessie Head,362,1901,1968
Beth A. Jones,363,1984,2007
Beth Hensperger,364,1911,1933
Beth Moore,365,2000,
Bethany Roberts,366,1980,
Bette Greene,367,1963,
Better Homes and Gardens,368,1943,
Betty  Smith,369,1924,1998
Betty Friedan,370,1956,1998
Betty Jay,371,1958,
Betty MacDonald,372,1939,1989
Betty Mahmoody,373,1984,2018
Betty Neels,374,2000,
Beverly Daniel Tatum,375,1987,
Bill   Phillips,376,1963,
Bill  Bryson,377,1991,
Bill Brittain,378,1900,
Bill Bryson,379,1958,
Bill Buford,380,1977,
Bill Clinton,381,1946,1978
Bill Cosby,382,1980,
Bill Farrel,383,1908,
Bill Hurter,384,1902,1924
Bill Hybels,385,1949,
Bill Maher,386,1940,
Bill Nichols,387,1993,
Bill Phillips,388,1996,
Bill Pittman,389,1987,
Bill Potter,390,1965,
Bill Richardson,391,1910,
Bill Watterson,392,1977,
Bill Willingham,393,1983,
Billie Letts,394,1933,1989
Billy Collins,395,1904,1996
Billy Crystal,396,1936,1994
Billy Mills,397,1916,2001
Binjamin W. Segel,398,1957,1991
Black Elk,399,1930,
Blaine M. Yorgason,400,1935,
Blake Nelson,401,1946,
Bob      Smith,402,1971,
Bob Blaisdell,403,1978,
Bob Cullen,404,1920,
Bob Dylan,405,1916,
Bob Madgic,406,1959,
Bob Marley,407,1990,
Bob Spitz,408,1976,
Bob Tarte,409,1910,
Bob Woodward,410,1982,
Bobby Henderson,411,1910,1940
Bodie Thoene,412,1960,
Boethius,413,1962,
Bonnie Burton,414,1907,
Boris Pasternak,415,1925,
Boris Vian,416,1967,
Brad Meltzer,417,1918,1970
Brad Thor,418,1989,
Brady Games,419,1932,2003
Bram Stoker,420,1915,1935
Brandon Mull,421,1994,2016
Brenda Joyce,422,1987,
Brenda Novak,423,1935,
Brenda Walpole,424,1913,1954
Bret Easton Ellis,425,1996,
Brian  Doyle,426,1971,2010
Brian Azzarello,427,1959,
Brian Boyd,428,1999,
Brian Braithwaite,429,1979,
Brian Copeland,430,1934,2002
Brian D. McLaren,431,1917,1953
Brian Doherty,432,1924,1963
Brian Greene,433,1949,2016
Brian Hall,434,1917,
Brian Herbert,435,1933,
Brian J. Robb,436,1930,1991
Brian Jacques,437,1947,2009
Brian James Freeman,438,1925,
Brian Johnston,439,1942,2002
Brian K. Vaughan,440,1928,
Brian L. Weiss,441,1900,
Brian Michael Bendis,442,1948,
Brian Rotman,443,1927,
Brian Sibley,444,1918,
Brian Tracy,445,1935,1966
Brigid Avison,446,1909,1991
Broughton Coburn,447,1975,
Bruce Alvin King,448,1973,
Bruce Arnold,449,1911,1948
Bruce Campbell,450,1942,
Bruce Catton,451,1902,1981
Bruce Coville,452,1952,
Bruce Cumings,453,1976,
Bruce Edward Walker,454,1900,1978
Bruce Feiler,455,1970,
Bruce H. Wilkinson,456,1949,
Bruce L. Edwards,457,1925,
Bruce Patton,458,1966,
Bruce Spizer,459,1924,
Bryan Lee O'Malley,460,1906,2002
Bryan Magee,461,1985,2021
Bryan Sykes,462,1955,
Bryce Courtenay,463,1983,
Burton G. Malkiel,464,1972,
Buzz Bissinger,465,1980,2010
C. Hassell Bullock,466,1986,
C.D. Payne,467,1931,
C.D.B. Bryan,468,1946,
C.E. Murphy,469,1963,
C.G. Jung,470,1948,1975
C.S. Friedman,471,1939,
C.S. Harris,472,1981,2019
C.S. Lewis,473,1912,1940
Cait London,474,1929,1963
Caitlin Brennan,475,1920,1981
Caleb Carr,476,1945,
Camellia Panjabi,477,1923,2021
Candace Bushnell,478,1978,
Candace Schuler,479,1942,
Candace Ward,480,1998,
Candida HÃ¶fer,481,1963,
Cara Black,482,1964,2021
Carl Hiaasen,483,1979,2001
Carl Plasa,484,1950,
Carl Safina,485,1979,
Carl Sagan,486,1946,2021
Carl Senna,487,1947,
Carl Zimmer,488,1934,
Carla Lynn Stockton,489,1900,
Carlene Fredericka Brennen,490,1972,1995
Carlos A. Schwantes,491,1914,1971
Carlos Marighella,492,1964,
Carlton Mellick III,493,1950,
Carol Adrienne,494,1903,
Carol Belanger Grafton,495,1961,
Carol Dommermuth-Costa,496,1931,
Carol Drinkwater,497,1932,
Carol Lee,498,1922,
Carol Lloyd,499,1992,
Carol Marinelli,500,1935,
Carol Ryrie Brink,501,1931,1982
Carol Shields,502,1989,
Carol Stock Kranowitz,503,1927,1959
Carole Marsh,504,1952,
Carole Nelson Douglas,505,1955,
Caroline B. Cooney,506,1934,
Caroline Preston,507,1932,
Caroline Sharp,508,1900,1930
Carolly Erickson,509,1966,
Carolyn Brown,510,1982,
Carolyn Haywood,511,1915,1981
Carolyn Keene,512,1975,
Carolyn Meyer,513,1939,1988
Carolyn Strom Collins,514,1946,2015
Carrie Vaughn,515,1918,1989
Carroll John Daly,516,1974,
Carson McCullers,517,1911,
Casey Loe,518,1929,
Catharine M. Fishel,519,1990,
Catherine Coulter,520,1926,1956
Catherine de Zegher,521,1988,
Catherine Gilbert Murdock,522,1918,
Catherine Hapka,523,1990,
Catherine Marshall,524,1924,
Catherine Nichols,525,1986,
Catherine Osborne,526,2000,
Catherine Thimmesh,527,1938,
Cecelia Ahern,528,1941,2019
Cecil Adams,529,1990,2011
Cecily von Ziegesar,530,1991,
Celeste Bradley,531,1931,2012
Celeste Davidson Mannis,532,1909,1954
Cesare Beccaria,533,1937,
Chad Oliver,534,1915,1984
Chaim Potok,535,1986,
Chalmers Johnson,536,1915,
Chanrithy Him,537,1960,
Charlaine Harris,538,1920,
Charles  Green,539,1995,
Charles A. Coulombe,540,1981,
Charles A. Peek,541,1921,
Charles Allen,542,1929,1999
Charles Baudelaire,543,1961,
Charles Boyce,544,1990,
Charles Bukowski,545,1909,1985
Charles Burns,546,1934,
Charles C. Mann,547,1973,
Charles Darwin,548,1921,1968
Charles de Lint,549,1986,2019
Charles Dickens,550,1916,1951
Charles Frazier,551,1939,
Charles J. Sykes,552,1914,1978
Charles John Cutcliffe Wright Hyne,553,1983,
Charles Kingsley,554,1944,
Charles Lamb,555,1932,2007
Charles Lockwood,556,1912,1994
Charles Mackay,557,1969,1991
Charles Osborne,558,1995,
Charles P. Rubenstein,559,1973,
Charles Petzold,560,1935,
Charles R. Miller,561,1954,
Charles R. Swindoll,562,1901,1962
Charles Rembar,563,1970,2014
Charles Segal,564,1946,
Charles Seife,565,1954,
Charles Simic,566,1906,1933
Charles Stross,567,1939,2000
Charles Tandy,568,1959,
Charles Taylor,569,1952,1973
Charles Todd,570,1974,
Charles W. Sydnor Jr.,571,1919,1954
Charles Wheelan,572,1983,
Charles Willeford,573,1900,1984
Charlie Huston,574,1957,
Charlotte BrontÃ«,575,1901,
Charlotte Fiell,576,1989,
Charlotte Lyons,577,1970,
Cheri Huber,578,1963,
Cheryl Carlson,579,1942,
Cheryl St. John,580,1971,
Chester Gould,581,1940,
Chet Green,582,1922,1966
Chie Shinohara,583,1912,1948
Chieri Uegaki,584,1972,
Chiho Saito,585,1974,2014
Chimamanda Ngozi Adichie,586,1963,1989
Chinua Achebe,587,1951,
Chip Kidd,588,1952,
Chris          Jones,589,1927,1963
Chris    Green,590,1917,1997
Chris   Smith,591,1925,
Chris  Williams,592,1989,
Chris Abani,593,1961,
Chris Adrian,594,1924,
Chris Anderson,595,1912,1981
Chris Archer,596,1994,
Chris Chester,597,1949,
Chris Claremont,598,1964,1987
Chris Gardner,599,1966,
Chris Gray,600,1969,
Chris Horrocks,601,1947,1976
Chris Ingham,602,1989,
Chris Kubica,603,1929,
Chris L. Demarest,604,1945,1997
Chris Malta,605,1982,
Chris Manby,606,1935,
Chris Offutt,607,1985,
Chris Prentiss,608,1975,
Chris Rowthorn,609,1944,1988
Chris Ryall,610,1935,
Chris Seay,611,1972,
Chris Tait,612,1986,
Chris Van Allsburg,613,1996,
Chris Ware,614,1925,1987
Christie Ridgway,615,1917,
Christina Dodd,616,1932,1962
Christina Schwarz,617,1919,2017
Christina Scull,618,1989,
Christine Feehan,619,1944,
Christine Rimmer,620,1930,1994
Christopher   Black,621,1974,1998
Christopher   Clark,622,1933,1969
Christopher   Duncan,623,1935,1989
Christopher   Green,624,1992,
Christopher Andersen,625,1931,1959
Christopher Biffle,626,1996,
Christopher Bram,627,1966,
Christopher Buckley,628,1930,
Christopher Caswell,629,1995,
Christopher Cokinos,630,1924,2006
Christopher Fowler,631,1922,
Christopher Golden,632,1903,
Christopher Hitchens,633,2000,
Christopher Isherwood,634,1925,1976
Christopher Janaway,635,1930,1957
Christopher M. Andrew,636,1943,
Christopher Marlowe,637,1995,
Christopher Moore,638,1993,
Christopher Partridge,639,1975,
Christopher Pike,640,1917,
Christopher Pinney,641,1955,
Christopher Priest,642,1985,2013
Christopher Schmitt,643,1913,1998
Christopher Stasheff,644,1971,
Chuck Klosterman,645,1959,
Chuck Palahniuk,646,1954,2008
Chuck Williams,647,1953,
Ciruelo Cabral,648,1945,1968
Claire Brennan,649,1927,1999
Claire McNab,650,1993,
Claire Messud,651,1932,1997
CLAMP,652,1902,
Clare Naylor,653,1986,
Claudia Bishop,654,1908,
Claudia Carroll,655,1982,
Clayton M. Christensen,656,1900,2000
Clement Greenberg,657,1904,
Clifford D. Simak,658,1955,
CliffsNotes,659,1956,2013
Clint Willis,660,1917,1972
Clive Barker,661,1963,1999
Clive Cussler,662,1954,
Cody Goodfellow,663,1915,1948
Cole Porter,664,1907,
Colin      Wells,665,1956,
Colin  Wells,666,1953,
Colin Duriez,667,1949,
Colin McGinn,668,1919,1960
Colin Wilson,669,1919,1940
Colleen McCullough,670,1961,
Colleen Sexton,671,1905,
Colm TÃ³ibÃ­n,672,1957,1991
Colson Whitehead,673,1950,
Colum McCann,674,1934,1983
Commander X,675,1921,
Confucius,676,1993,
Connie Mason,677,1974,
Connie Willis,678,1981,
Constance Ash,679,1948,2002
Cook's Illustrated Magazine,680,1941,1991
Cordwainer Smith,681,1901,
Corinne Hofmann,682,1902,1985
Cormac McCarthy,683,1952,2013
Cornel West,684,1944,2013
Cornelia Funke,685,1911,1972
Cornelius Agrippa,686,1921,
Cornell Woolrich,687,1913,1990
Cory Doctorow,688,1936,2008
Courtney E. Martin,689,1968,
Craig Keller,690,1964,2009
Craig Scharlin,691,1966,
Craig Thompson,692,1957,2007
Crissy Trask,693,1946,
Crystal Lacey Winslow,694,1938,
Curtis Saxton,695,1955,
Curtis Sittenfeld,696,1959,2008
Cynthia Chin-Lee,697,1991,
Cynthia Harrod-Eagles,698,1914,
Cynthia J. Arnson,699,1982,
Cynthia Rylant,700,1937,
Cynthia Voigt,701,1962,1995
Cynthia W. Shelmerdine,702,1923,
D. Medina Lasansky,703,1981,2003
D.B. Wyndham-Lewis,704,1935,
D.C. Talk,705,1958,1982
D.H. Lawrence,706,1935,1971
D.T. Max,707,1967,
D.W. Buffa,708,1986,
D.W. Meinig,709,1999,
DÅgen,710,1974,
Dai Sijie,711,1993,
DaidÅji YÅ«zan,712,1993,
Daisy Meadows,713,1974,
Dalai Lama XIV,714,1979,
Dale Brown,715,1907,1956
Dale Carnegie,716,1989,2010
Dale Peck,717,1988,
Dale Peterson,718,1975,
Dallas Willard,719,1953,
Damion Hunter,720,1963,2005
Dan B. Allender,721,1912,
Dan Birlew,722,1998,
Dan Brown,723,1982,
Dan Harrington,724,1942,
Dan Hitt,725,1967,
Dan Millman,726,1907,
Dan Nadel,727,1985,
Dan Savage,728,1972,
Dan Simmons,729,1953,
Dan Slott,730,1990,
Dani Cavallaro,731,1925,
Daniel  Wallace,732,1942,
Daniel Abdal-Hayy Moore,733,1944,
Daniel Abraham,734,1942,
Daniel C. Dennett,735,1900,1928
Daniel Clowes,736,1947,
Daniel Defoe,737,1988,
Daniel Duane,738,1942,1996
Daniel Goleman,739,1929,
Daniel Horowitz,740,1950,1990
Daniel Jonah Goldhagen,741,1937,
Daniel Keyes,742,1951,1999
Daniel Pinchbeck,743,1923,1980
Daniel Pool,744,1972,
Daniel Quinn,745,1989,
Daniel Topolski,746,1906,
Danielle Steel,747,1946,
Danny Palmerlee,748,1986,
Dante Alighieri,749,1979,
Danzy Senna,750,1913,
Daphne du Maurier,751,1917,
Darcy Frey,752,1993,
Daria Snadowsky,753,1921,
Darina Allen,754,1947,
Daron AcemoÄŸlu,755,1964,2007
Darren R. Weissman,756,1922,
Darren Shan,757,1934,
Darwin Porter,758,1978,
Dashiell Hammett,759,1992,
Dashka Slater,760,1920,1976
Dava Sobel,761,1920,1940
Dave Aikins,762,1906,
Dave Barry,763,1925,1946
Dave Crane,764,1979,
Dave Eggers,765,1985,
Dave Lakhani,766,1989,
Dave Land,767,1974,
Dave Luckett,768,1936,
Dave Pelzer,769,1922,1973
Dave R. Palmer,770,1984,
Dave Robinson,771,1942,
Dave Shea,772,1917,
Dave Thomas,773,1951,
David        James,774,1906,1929
David      West,775,1965,
David     Payne,776,1932,
David    Allen,777,1952,
David   Robbins,778,1907,1972
David   Ward,779,1944,2005
David  Allen,780,1968,
David  Michaels,781,1923,
David  Roberts,782,1909,2002
David A. Adler,783,1926,
David A. Black,784,1921,
David A. Nadler,785,1959,
David A. Stewart,786,1953,1994
David A. Ufer,787,1950,2019
David Allen Sibley,788,1977,2000
David Almond,789,1954,2011
David Axton,790,1920,
David B.,791,1926,1995
David Baggett,792,1986,
David Baldacci,793,1982,
David Bjerklie,794,1943,2016
David Bodanis,795,1913,1967
David Bowie,796,1907,
David Brin,797,1904,1945
David Bromberg,798,1954,
David Burnie,799,1999,
David Cairns,800,1901,
David Colbert,801,1984,
David Cote,802,1963,
David D. Burns,803,1989,
David Dalton,804,1991,
David Day,805,1954,
David Deida,806,1930,1976
David Donovan,807,1917,
David E. Kaiser,808,1972,1993
David Eddings,809,1902,1982
David Edmonds,810,1988,2016
David Ellis,811,1905,1973
David Filkin,812,1996,
David Foster Wallace,813,1969,
David G. Hartwell,814,1929,
David Gemmell,815,1919,2012
David Gerrold,816,1934,
David Goodis,817,1952,
David Grene,818,1960,1984
David Guterson,819,1958,
David H. Chilton,820,1923,
David Hackett Fischer,821,1993,
David Haynes,822,1937,1986
David Hewson,823,1921,1967
David Horowitz,824,1915,2001
David J. Chalmers,825,1915,
David J. Danelo,826,1971,
David J. Hassel,827,1998,
David James Duncan,828,1931,1983
David K. Shipler,829,1909,2009
David L. Holmes,830,1962,
David L. Hull,831,1919,1986
David L. Robbins,832,1987,
David Lazar,833,1900,
David Levithan,834,1909,1968
David Lindsay-Abaire,835,1901,1938
David Lubar,836,1918,
David M. Buss,837,1902,1988
David Malouf,838,1916,2002
David Mamet,839,1987,
David McCasland,840,1914,1987
David McClung,841,1901,1982
David McCullough,842,1967,2000
David Mitchell,843,1985,
David Morrell,844,1993,
David Nasaw,845,1956,1999
David Neiwert,846,1919,
David Noonan,847,1906,1929
David Ogilvy,848,1942,
David Pogue,849,1924,1968
David Poyer,850,1961,2004
David R. George III,851,1988,
David R. Hawkins,852,1965,
David S. Garnett,853,2000,
David S. Reynolds,854,1943,
David Salo,855,1909,1961
David Schickler,856,1954,2017
David Sedaris,857,1984,
David Simon,858,1914,
David Stanley,859,1961,
David Thomas Lord,860,1948,
David W. Macdonald,861,1969,2013
David W. Mount,862,1944,2007
David W. Phillips,863,1923,
David Weber,864,1903,1943
David Weisman,865,1914,1984
David Wellington,866,1953,
David Wiesner,867,1939,
David Wojnarowicz,868,1901,
David Wood,869,1983,
David Zane Mairowitz,870,1931,
Davina Thomas,871,1945,1971
Dawn B. Sova,872,1943,1982
Dean Koontz,873,1928,1970
Dean R. Koontz,874,1907,1971
Deb Stover,875,1938,
Debbie Dadey,876,1963,
Debbie Raleigh,877,1932,1960
Deborah  Gordon,878,1975,
Deborah Blum,879,1923,
Deborah Bray Haddock,880,1964,
Deborah Eisenberg,881,1992,
Deborah Gregory,882,1967,2006
Deborah Hopkinson,883,1935,
Deborah Spungen,884,1953,
Deborah Woodworth,885,1966,
Debra Cowan,886,1920,1945
Debra Hess,887,1917,
Debra Marquart,888,1900,1974
Deidre S. Laiken,889,1978,2001
Deirdre Bair,890,1930,
Delia Sherman,891,1974,2019
Deloris Jordan,892,1916,2016
Denis Diderot,893,1918,2012
Denis Johnson,894,1920,2020
Denis Waitley,895,1924,
Denise Dersin,896,1939,2001
Denise Little,897,1943,1986
Denise Riley,898,1931,1983
Dennis Adler,899,1949,
Dennis Brindell Fradin,900,1958,
Dennis L. Kasper,901,1912,2004
Dennis Lehane,902,1996,
